timestamp,v1,rs1,v2,rs2,compound
17:48:36.558,3.577,8.72,3.286,8.03,Alcohol
17:48:37.558,3.59,8.03,3.444,7.98,Alcohol
17:48:38.558,3.564,7.88,3.374,7.58,Alcohol
17:48:39.558,3.517,7.81,3.445,8.6,Alcohol
17:48:40.558,3.416,9.04,3.239,8.59,Alcohol
17:48:41.558,3.565,8.09,3.428,9.28,Alcohol
17:48:42.558,3.444,7.96,3.38,7.88,Alcohol
17:48:43.558,3.53,8.34,3.162,8.8,Alcohol
17:48:44.558,3.529,7.59,3.141,8.48,Alcohol
17:48:45.558,3.505,8.17,3.358,7.69,Alcohol
17:48:46.558,3.449,7.71,3.454,8.88,Alcohol
17:48:47.558,3.543,8.01,3.336,8.74,Alcohol
17:48:48.558,3.427,8.52,3.376,7.73,Alcohol
17:48:49.558,3.523,7.4,3.399,9.28,Alcohol
17:48:50.558,3.546,8.27,3.489,7.44,Alcohol
17:48:51.558,3.506,7.34,3.339,8.88,Alcohol
17:48:52.558,3.498,7.76,3.32,8.67,Alcohol
17:48:53.558,3.499,8.31,3.11,9.5,Alcohol
17:48:54.558,3.642,7.7,3.213,9.0,Alcohol
17:48:55.558,3.316,8.81,3.32,8.87,Alcohol
17:48:56.558,3.521,7.91,3.246,9.49,Alcohol
17:48:57.558,3.318,7.62,3.382,8.59,Alcohol
17:48:58.558,3.481,8.46,3.387,9.26,Alcohol
17:48:59.558,3.358,8.11,3.314,7.98,Alcohol
17:49:00.558,3.463,8.22,3.401,8.85,Alcohol
17:49:01.558,3.435,8.61,3.406,9.16,Alcohol
17:49:02.558,3.322,8.16,3.35,8.46,Alcohol
17:49:03.558,3.569,6.72,3.327,7.99,Alcohol
17:49:04.558,3.599,7.92,3.511,8.05,Alcohol
17:49:05.558,3.567,8.23,3.227,8.16,Alcohol
17:49:06.558,3.443,8.37,3.338,8.31,Alcohol
17:49:07.558,3.571,7.62,3.283,8.57,Alcohol
17:49:08.558,3.509,7.6,3.317,8.76,Alcohol
17:49:09.558,3.578,7.3,3.176,8.35,Alcohol
17:49:10.558,3.605,7.5,3.362,8.63,Alcohol
17:49:11.558,3.415,8.27,3.395,8.72,Alcohol
17:49:12.558,3.608,8.5,3.482,8.46,Alcohol
17:49:13.558,3.48,7.97,3.464,7.94,Alcohol
17:49:14.558,3.531,7.78,3.329,9.44,Alcohol
17:49:15.558,3.261,7.96,3.445,8.23,Alcohol
17:49:16.558,3.46,8.15,3.449,9.12,Alcohol
17:49:17.558,3.348,7.82,3.489,8.79,Alcohol
17:49:18.558,3.729,8.96,3.222,8.17,Alcohol
17:49:19.558,3.476,8.13,3.424,9.19,Alcohol
17:49:20.558,3.452,7.57,3.469,8.3,Alcohol
17:49:21.558,3.422,8.0,3.443,8.41,Alcohol
17:49:22.558,3.507,7.68,3.3,7.95,Alcohol
17:49:23.558,3.568,7.93,3.501,8.41,Alcohol
17:49:24.558,3.446,7.15,3.288,9.12,Alcohol
17:49:25.558,3.45,7.37,3.344,8.67,Alcohol
17:49:26.558,3.547,8.67,3.397,8.37,Alcohol
17:49:27.558,3.511,7.53,3.404,8.69,Alcohol
17:49:28.558,3.436,8.85,3.289,7.67,Alcohol
17:49:29.558,3.492,7.28,3.308,8.0,Alcohol
17:49:30.558,3.418,8.22,3.281,8.67,Alcohol
17:49:31.558,3.445,7.86,3.567,9.17,Alcohol
17:49:32.558,3.705,8.39,3.31,9.23,Alcohol
17:49:33.558,3.619,8.51,3.243,8.96,Alcohol
17:49:34.558,3.716,7.51,3.256,9.22,Alcohol
17:49:35.558,3.362,8.77,3.407,8.86,Alcohol
17:49:36.558,3.489,8.25,3.361,8.71,Alcohol
17:49:37.558,3.565,7.44,3.57,8.49,Alcohol
17:49:38.558,3.523,7.82,3.387,8.91,Alcohol
17:49:39.558,3.505,8.67,3.426,7.74,Alcohol
17:49:40.558,3.581,7.51,3.436,8.78,Alcohol
17:49:41.558,3.493,7.88,3.375,8.85,Alcohol
17:49:42.558,3.568,8.74,3.342,8.62,Alcohol
17:49:43.558,3.577,7.83,3.387,7.3,Alcohol
17:49:44.558,3.36,8.1,3.542,8.84,Alcohol
17:49:45.558,3.461,8.73,3.46,8.21,Alcohol
17:49:46.558,3.421,7.31,3.43,8.86,Alcohol
17:49:47.558,3.458,8.68,3.433,8.95,Alcohol
17:49:48.558,3.699,7.62,3.345,8.93,Alcohol
17:49:49.558,3.371,8.21,3.234,9.31,Alcohol
17:49:50.558,3.579,7.99,3.425,8.31,Alcohol
17:49:51.558,3.374,8.41,3.372,8.36,Alcohol
17:49:52.558,3.586,8.48,3.379,9.13,Alcohol
17:49:53.558,3.399,7.44,3.41,7.67,Alcohol
17:49:54.558,3.586,7.57,3.351,8.78,Alcohol
17:49:55.558,3.487,8.16,3.409,7.39,Alcohol
17:49:56.558,3.426,7.45,3.353,9.02,Alcohol
17:49:57.558,3.542,8.42,3.417,8.58,Alcohol
17:49:58.558,3.479,7.98,3.363,7.58,Alcohol
17:49:59.558,3.556,7.54,3.358,8.35,Alcohol
17:50:00.558,3.562,8.21,3.546,8.58,Alcohol
17:50:01.558,3.472,8.21,3.322,8.36,Alcohol
17:50:02.558,3.475,7.83,3.31,8.25,Alcohol
17:50:03.558,3.362,7.72,3.502,9.54,Alcohol
17:50:04.558,3.554,8.18,3.315,9.36,Alcohol
17:50:05.558,3.438,7.47,3.624,9.19,Alcohol
17:50:06.558,3.399,8.04,3.307,8.63,Alcohol
17:50:07.558,3.535,7.98,3.298,8.52,Alcohol
17:50:08.558,3.487,8.09,3.132,8.63,Alcohol
17:50:09.558,3.762,7.44,3.546,9.0,Alcohol
17:50:10.558,3.535,8.29,3.505,8.91,Alcohol
17:50:11.558,3.536,8.17,3.191,8.41,Alcohol
17:50:12.558,3.368,7.9,3.32,8.47,Alcohol
17:50:13.558,3.41,7.66,3.397,8.21,Alcohol
17:50:14.558,3.566,8.23,3.436,8.52,Alcohol
17:50:15.558,3.62,7.75,3.212,8.81,Alcohol
17:50:16.558,3.515,7.86,3.555,8.91,Alcohol
17:50:17.558,3.676,7.86,3.529,8.98,Alcohol
17:50:18.558,3.611,7.8,3.361,9.03,Alcohol
17:50:19.558,3.56,8.33,3.327,8.54,Alcohol
17:50:20.558,3.644,6.9,3.183,8.65,Alcohol
17:50:21.558,3.567,7.54,3.558,7.95,Alcohol
17:50:22.558,3.53,8.23,3.42,8.66,Alcohol
17:50:23.558,3.647,7.82,3.414,9.08,Alcohol
17:50:24.558,3.491,7.39,3.301,8.97,Alcohol
17:50:25.558,3.374,8.18,3.503,8.64,Alcohol
17:50:26.558,3.363,8.02,3.422,8.26,Alcohol
17:50:27.558,3.318,6.96,3.392,8.77,Alcohol
17:50:28.558,3.391,8.45,3.417,8.78,Alcohol
17:50:29.558,3.63,8.06,3.224,8.35,Alcohol
17:50:30.558,3.347,8.31,3.504,8.77,Alcohol
17:50:31.558,3.535,7.99,3.467,8.85,Alcohol
17:50:32.558,3.399,7.02,3.435,7.72,Alcohol
17:50:33.558,3.537,8.24,3.264,8.34,Alcohol
17:50:34.558,3.69,7.64,3.423,8.31,Alcohol
17:50:35.558,3.745,7.41,3.292,7.92,Alcohol
17:50:36.558,3.496,7.93,3.433,9.22,Alcohol
17:50:37.558,3.397,8.56,3.404,7.95,Alcohol
17:50:38.558,3.701,8.51,3.425,9.02,Alcohol
17:50:39.558,3.519,7.7,3.488,9.08,Alcohol
17:50:40.558,3.365,7.72,3.47,8.58,Alcohol
17:50:41.558,3.639,7.25,3.349,9.61,Alcohol
17:50:42.558,3.563,8.44,3.341,8.56,Alcohol
17:50:43.558,3.456,8.53,3.42,8.83,Alcohol
17:50:44.558,3.611,8.54,3.269,8.93,Alcohol
17:50:45.558,3.575,8.3,3.266,8.31,Alcohol
17:50:46.558,3.699,7.73,3.366,8.67,Alcohol
17:50:47.558,3.482,7.37,3.591,8.27,Alcohol
17:50:48.558,3.402,9.53,3.29,8.34,Alcohol
17:50:49.558,3.544,8.52,3.417,8.35,Alcohol
17:50:50.558,3.453,7.92,3.393,8.27,Alcohol
17:50:51.558,3.521,8.37,3.481,7.96,Alcohol
17:50:52.558,3.544,8.0,3.299,9.25,Alcohol
17:50:53.558,3.44,7.68,3.487,9.3,Alcohol
17:50:54.558,3.619,7.94,3.382,8.26,Alcohol
17:50:55.558,3.479,7.63,3.382,7.73,Alcohol
17:50:56.558,3.623,6.73,3.359,8.26,Alcohol
17:50:57.558,3.399,7.62,3.362,8.21,Alcohol
17:50:58.558,3.365,7.5,3.42,8.64,Alcohol
17:50:59.558,3.497,7.58,3.457,7.61,Alcohol
17:51:00.558,3.492,7.39,3.329,9.0,Alcohol
17:51:01.558,3.357,8.39,3.315,8.49,Alcohol
17:51:02.558,3.4,8.49,3.285,8.25,Alcohol
17:51:03.558,3.683,8.41,3.448,8.68,Alcohol
17:51:04.558,3.652,8.18,3.146,9.49,Alcohol
17:51:05.558,3.684,8.29,3.32,8.67,Alcohol
17:51:06.558,3.33,7.54,3.556,8.36,Alcohol
17:51:07.558,3.504,8.67,3.409,9.36,Alcohol
17:51:08.558,3.377,8.33,3.19,8.93,Alcohol
17:51:09.558,3.433,7.8,3.378,8.61,Alcohol
17:51:10.558,3.439,7.73,3.345,8.92,Alcohol
17:51:11.558,3.507,8.22,3.365,8.0,Alcohol
17:51:12.558,3.624,7.56,3.215,8.92,Alcohol
17:51:13.558,3.39,8.34,3.441,8.35,Alcohol
17:51:14.558,3.53,8.19,3.535,8.84,Alcohol
17:51:15.558,3.539,7.17,3.336,8.04,Alcohol
17:51:16.558,3.406,7.67,3.429,8.41,Alcohol
17:51:17.558,3.586,8.76,3.408,9.31,Alcohol
17:51:18.558,3.617,7.82,3.34,7.94,Alcohol
17:51:19.558,3.57,7.44,3.553,8.41,Alcohol
17:51:20.558,3.292,8.86,3.371,8.64,Alcohol
17:51:21.558,3.345,7.85,3.425,8.05,Alcohol
17:51:22.558,3.522,8.24,3.275,8.73,Alcohol
17:51:23.558,3.446,8.18,3.327,8.88,Alcohol
17:51:24.558,3.357,7.47,3.357,9.28,Alcohol
17:51:25.558,3.428,8.37,3.381,8.47,Alcohol
17:51:26.558,3.621,8.85,3.29,8.77,Alcohol
17:51:27.558,3.533,8.27,3.304,8.01,Alcohol
17:51:28.558,3.694,7.76,3.194,8.79,Alcohol
17:51:29.558,3.44,7.89,3.236,8.3,Alcohol
17:51:30.558,3.453,7.42,3.29,8.65,Alcohol
17:51:31.558,3.585,7.95,3.269,8.93,Alcohol
17:51:32.558,3.435,7.83,3.511,8.44,Alcohol
17:51:33.558,3.329,7.22,3.373,8.8,Alcohol
17:51:34.558,3.486,7.53,3.415,8.54,Alcohol
17:51:35.558,3.622,7.87,3.435,8.21,Alcohol
17:51:36.558,3.494,7.07,3.478,7.69,Alcohol
17:51:37.558,3.615,8.91,3.24,7.89,Alcohol
17:51:38.558,3.626,7.58,3.454,8.6,Alcohol
17:51:39.558,3.573,8.14,3.235,8.02,Alcohol
17:51:40.558,3.547,8.25,3.418,8.04,Alcohol
17:51:41.558,3.427,7.88,3.258,8.72,Alcohol
17:51:42.558,3.652,8.3,3.407,8.39,Alcohol
17:51:43.558,3.326,8.29,3.393,8.73,Alcohol
17:51:44.558,3.459,8.94,3.456,7.83,Alcohol
17:51:45.558,3.542,7.6,3.427,8.72,Alcohol
17:51:46.558,3.284,7.84,3.515,8.24,Alcohol
17:51:47.558,3.382,8.1,3.356,9.02,Alcohol
17:51:48.558,3.455,8.28,3.52,8.27,Alcohol
17:51:49.558,3.575,8.35,3.313,8.17,Alcohol
17:51:50.558,3.534,8.98,3.397,8.24,Alcohol
17:51:51.558,3.576,7.38,3.246,9.05,Alcohol
17:51:52.558,3.456,8.27,3.408,7.69,Alcohol
17:51:53.558,3.518,8.24,3.378,8.18,Alcohol
17:51:54.558,3.541,8.08,3.388,8.35,Alcohol
17:51:55.558,3.363,7.65,3.371,8.11,Alcohol
17:51:56.558,3.733,8.98,3.31,8.15,Alcohol
17:51:57.558,3.454,8.03,3.41,7.74,Alcohol
17:51:58.558,3.349,8.16,3.575,8.51,Alcohol
17:51:59.558,3.274,7.67,3.285,8.01,Alcohol
17:52:00.558,3.52,8.82,3.327,9.41,Alcohol
17:52:01.558,3.595,7.93,3.425,8.31,Alcohol
17:52:02.558,3.565,7.76,3.635,7.17,Alcohol
17:52:03.558,3.477,7.96,3.551,8.15,Alcohol
17:52:04.558,3.527,8.15,3.293,8.41,Alcohol
17:52:05.558,3.429,8.43,3.565,9.04,Alcohol
17:52:06.558,3.544,7.42,3.328,7.99,Alcohol
17:52:07.558,3.455,8.17,3.225,9.49,Alcohol
17:52:08.558,3.416,7.89,3.287,8.67,Alcohol
17:52:09.558,3.564,7.74,3.388,8.64,Alcohol
17:52:10.558,3.403,7.52,3.361,7.81,Alcohol
17:52:11.558,3.543,8.34,3.29,8.09,Alcohol
17:52:12.558,3.327,8.75,3.404,8.72,Alcohol
17:52:13.558,3.743,8.65,3.344,8.69,Alcohol
17:52:14.558,3.437,8.03,3.521,8.37,Alcohol
17:52:15.558,3.43,7.47,3.363,8.39,Alcohol
17:52:16.558,3.489,7.55,3.484,8.32,Alcohol
17:52:17.558,3.407,7.39,3.484,8.68,Alcohol
17:52:18.558,3.307,7.66,3.467,7.31,Alcohol
17:52:19.558,3.435,7.68,3.453,8.37,Alcohol
17:52:20.558,3.454,7.65,3.285,7.62,Alcohol
17:52:21.558,3.539,7.81,3.222,8.96,Alcohol
17:52:22.558,3.553,7.43,3.452,8.34,Alcohol
17:52:23.558,3.426,7.82,3.431,8.1,Alcohol
17:52:24.558,3.598,8.26,3.498,8.76,Alcohol
17:52:25.558,3.513,7.81,3.316,8.54,Alcohol
17:52:26.558,3.462,7.9,3.461,9.06,Alcohol
17:52:27.558,3.727,8.06,3.232,7.47,Alcohol
17:52:28.558,3.571,7.06,3.363,8.72,Alcohol
17:52:29.558,3.593,8.27,3.547,8.65,Alcohol
17:52:30.558,3.333,8.08,3.313,6.88,Alcohol
17:52:31.558,3.618,8.32,3.446,9.15,Alcohol
17:52:32.558,3.455,8.45,3.49,9.34,Alcohol
17:52:33.558,3.568,7.97,3.516,7.87,Alcohol
17:52:34.558,3.528,7.51,3.315,9.12,Alcohol
17:52:35.558,3.479,8.27,3.368,8.49,Alcohol
17:52:36.558,3.543,8.19,3.553,8.45,Alcohol
17:52:37.558,3.372,8.09,3.501,7.87,Alcohol
17:52:38.558,3.626,7.79,3.283,8.66,Alcohol
17:52:39.558,3.423,8.0,3.42,8.1,Alcohol
17:52:40.558,3.538,8.16,3.413,8.43,Alcohol
17:52:41.558,3.523,7.07,3.46,8.65,Alcohol
17:52:42.558,3.618,8.58,3.388,8.63,Alcohol
17:52:43.558,3.412,7.64,3.519,9.22,Alcohol
17:52:44.558,3.563,8.14,3.42,8.38,Alcohol
17:52:45.558,3.424,8.14,3.554,8.17,Alcohol
17:52:46.558,3.564,7.84,3.285,8.59,Alcohol
17:52:47.558,3.617,8.07,3.408,8.78,Alcohol
17:52:48.558,3.51,7.58,3.542,7.71,Alcohol
17:52:49.558,3.456,6.8,3.32,8.41,Alcohol
17:52:50.558,3.444,8.51,3.318,7.68,Alcohol
17:52:51.558,3.527,8.53,3.301,9.21,Alcohol
17:52:52.558,3.522,7.49,3.51,9.03,Alcohol
17:52:53.558,3.468,8.66,3.468,9.05,Alcohol
17:52:54.558,3.454,7.13,3.505,8.67,Alcohol
17:52:55.558,3.495,7.51,3.512,9.66,Alcohol
17:52:56.558,3.602,8.23,3.398,8.72,Alcohol
17:52:57.558,3.566,7.36,3.597,8.49,Alcohol
17:52:58.558,3.669,8.54,3.29,8.57,Alcohol
17:52:59.558,3.64,7.33,3.263,8.43,Alcohol
17:53:00.558,3.43,8.58,3.405,8.85,Alcohol
17:53:01.558,3.463,7.92,3.477,9.01,Alcohol
17:53:02.558,3.51,8.17,3.42,8.75,Alcohol
17:53:03.558,3.568,7.93,3.348,8.33,Alcohol
17:53:04.558,3.317,8.47,3.386,9.17,Alcohol
17:53:05.558,3.375,8.01,3.194,8.16,Alcohol
17:53:06.558,3.486,8.53,3.551,9.24,Alcohol
17:53:07.558,3.273,7.4,3.335,8.71,Alcohol
17:53:08.558,3.443,7.62,3.3,8.53,Alcohol
17:53:09.558,3.416,7.75,3.38,8.54,Alcohol
17:53:10.558,3.717,8.6,3.421,9.01,Alcohol
17:53:11.558,3.518,8.7,3.412,8.1,Alcohol
17:53:12.558,3.473,7.86,3.416,9.01,Alcohol
17:53:13.558,3.637,7.23,3.201,8.63,Alcohol
17:53:14.558,3.62,8.16,3.395,8.08,Alcohol
17:53:15.558,3.477,8.34,3.303,8.19,Alcohol
17:53:16.558,3.402,7.19,3.527,8.72,Alcohol
17:53:17.558,3.763,8.27,3.419,8.74,Alcohol
17:53:18.558,3.54,7.76,3.245,9.08,Alcohol
17:53:19.558,3.307,8.44,3.37,8.53,Alcohol
17:53:20.558,3.513,7.71,3.377,8.9,Alcohol
17:53:21.558,3.474,7.32,3.336,8.09,Alcohol
17:53:22.558,3.525,8.69,3.444,9.05,Alcohol
17:53:23.558,3.47,7.98,3.456,8.31,Alcohol
17:53:24.558,3.366,8.25,3.51,9.47,Alcohol
17:53:25.558,3.543,8.21,3.331,8.96,Alcohol
17:53:26.558,3.57,7.43,3.389,8.1,Alcohol
17:53:27.558,3.543,7.68,3.455,7.78,Alcohol
17:53:28.558,3.529,6.75,3.162,8.33,Alcohol
17:53:29.558,3.502,7.41,3.57,9.45,Alcohol
17:53:30.558,3.555,8.03,3.61,8.8,Alcohol
17:53:31.558,3.591,7.13,3.194,7.53,Alcohol
17:53:32.558,3.491,7.96,3.405,7.97,Alcohol
17:53:33.558,3.611,8.46,3.374,8.25,Alcohol
17:53:34.558,3.389,8.89,3.136,8.34,Alcohol
17:53:35.558,3.511,8.25,3.308,9.07,Alcohol
17:53:36.558,3.371,7.98,3.414,8.24,Alcohol
17:53:37.558,3.551,8.97,3.482,8.48,Alcohol
17:53:38.558,3.647,8.64,3.354,8.95,Alcohol
17:53:39.558,3.505,8.03,3.35,7.81,Alcohol
17:53:40.558,3.568,8.72,3.34,8.91,Alcohol
17:53:41.558,3.62,8.14,3.434,8.64,Alcohol
17:53:42.558,3.445,9.04,3.504,9.27,Alcohol
17:53:43.558,3.517,7.72,3.227,9.44,Alcohol
17:53:44.558,3.637,7.42,3.137,8.24,Alcohol
17:53:45.558,3.482,8.26,3.474,7.89,Alcohol
17:53:46.558,3.71,8.8,3.468,8.09,Alcohol
17:53:47.558,3.482,7.17,3.405,8.45,Alcohol
17:53:48.558,3.561,8.89,3.466,8.91,Alcohol
17:53:49.558,3.483,7.47,3.459,8.37,Alcohol
17:53:50.558,3.535,9.26,3.216,8.48,Alcohol
17:53:51.558,3.473,7.69,3.333,8.56,Alcohol
17:53:52.558,3.585,9.06,3.458,7.24,Alcohol
17:53:53.558,3.366,8.43,3.294,8.49,Alcohol
17:53:54.558,3.602,7.26,3.444,9.11,Alcohol
17:53:55.558,3.514,8.41,3.343,8.1,Alcohol
17:53:56.558,3.418,7.47,3.612,9.17,Alcohol
17:53:57.558,3.556,7.59,3.475,8.97,Alcohol
17:53:58.558,2.428,13.22,2.534,15.59,Ketone
17:53:59.558,2.397,13.55,2.466,14.04,Ketone
17:54:00.558,2.73,13.26,2.526,15.57,Ketone
17:54:01.558,2.46,13.84,2.259,15.54,Ketone
17:54:02.558,2.461,13.32,2.47,14.88,Ketone
17:54:03.558,2.422,14.54,2.265,14.79,Ketone
17:54:04.558,2.346,13.3,2.356,14.55,Ketone
17:54:05.558,2.538,13.59,2.453,15.81,Ketone
17:54:06.558,2.419,14.69,2.363,14.77,Ketone
17:54:07.558,2.417,14.38,2.246,14.68,Ketone
17:54:08.558,2.548,14.27,2.512,14.63,Ketone
17:54:09.558,2.349,13.42,2.398,14.64,Ketone
17:54:10.558,2.419,13.44,2.426,15.11,Ketone
17:54:11.558,2.43,14.44,2.357,15.44,Ketone
17:54:12.558,2.722,14.0,2.295,15.01,Ketone
17:54:13.558,2.537,14.16,2.519,14.37,Ketone
17:54:14.558,2.582,13.79,2.44,14.64,Ketone
17:54:15.558,2.523,13.67,2.547,15.67,Ketone
17:54:16.558,2.494,13.98,2.45,14.76,Ketone
17:54:17.558,2.366,14.11,2.409,15.9,Ketone
17:54:18.558,2.645,13.94,2.385,15.33,Ketone
17:54:19.558,2.622,14.53,2.487,14.84,Ketone
17:54:20.558,2.531,13.49,2.292,14.4,Ketone
17:54:21.558,2.507,14.09,2.261,15.4,Ketone
17:54:22.558,2.596,14.17,2.391,15.07,Ketone
17:54:23.558,2.356,13.34,2.428,13.93,Ketone
17:54:24.558,2.502,14.52,2.286,15.01,Ketone
17:54:25.558,2.439,12.79,2.508,14.93,Ketone
17:54:26.558,2.336,13.11,2.338,15.29,Ketone
17:54:27.558,2.543,14.44,2.358,14.66,Ketone
17:54:28.558,2.52,14.27,2.316,15.55,Ketone
17:54:29.558,2.611,13.03,2.513,14.97,Ketone
17:54:30.558,2.548,14.34,2.415,14.86,Ketone
17:54:31.558,2.576,13.5,2.294,14.6,Ketone
17:54:32.558,2.643,13.26,2.341,15.16,Ketone
17:54:33.558,2.489,13.77,2.343,15.55,Ketone
17:54:34.558,2.51,15.02,2.428,14.99,Ketone
17:54:35.558,2.525,13.19,2.429,14.72,Ketone
17:54:36.558,2.458,14.43,2.266,15.08,Ketone
17:54:37.558,2.41,13.0,2.426,15.85,Ketone
17:54:38.558,2.394,13.47,2.308,14.75,Ketone
17:54:39.558,2.523,14.22,2.304,14.4,Ketone
17:54:40.558,2.491,13.35,2.336,15.21,Ketone
17:54:41.558,2.657,14.03,2.336,14.55,Ketone
17:54:42.558,2.466,14.79,2.564,15.38,Ketone
17:54:43.558,2.503,13.02,2.465,15.41,Ketone
17:54:44.558,2.421,14.17,2.531,14.78,Ketone
17:54:45.558,2.45,13.95,2.387,15.21,Ketone
17:54:46.558,2.46,13.41,2.36,15.13,Ketone
17:54:47.558,2.457,15.17,2.557,14.94,Ketone
17:54:48.558,2.462,13.83,2.428,15.43,Ketone
17:54:49.558,2.689,14.34,2.419,15.34,Ketone
17:54:50.558,2.624,14.19,2.303,14.84,Ketone
17:54:51.558,2.507,14.11,2.472,15.05,Ketone
17:54:52.558,2.661,14.08,2.311,15.31,Ketone
17:54:53.558,2.448,14.25,2.53,14.45,Ketone
17:54:54.558,2.513,13.63,2.445,15.35,Ketone
17:54:55.558,2.44,13.31,2.346,14.87,Ketone
17:54:56.558,2.499,13.89,2.363,14.64,Ketone
17:54:57.558,2.517,13.52,2.565,15.31,Ketone
17:54:58.558,2.6,14.06,2.555,16.21,Ketone
17:54:59.558,2.407,14.53,2.271,15.21,Ketone
17:55:00.558,2.426,14.6,2.495,15.12,Ketone
17:55:01.558,2.499,13.01,2.441,14.84,Ketone
17:55:02.558,2.486,14.39,2.43,14.95,Ketone
17:55:03.558,2.457,14.23,2.411,15.41,Ketone
17:55:04.558,2.32,13.67,2.487,15.33,Ketone
17:55:05.558,2.619,13.72,2.416,15.29,Ketone
17:55:06.558,2.443,14.03,2.364,15.81,Ketone
17:55:07.558,2.667,13.53,2.561,14.84,Ketone
17:55:08.558,2.461,15.18,2.286,15.33,Ketone
17:55:09.558,2.435,13.53,2.388,15.83,Ketone
17:55:10.558,2.508,13.52,2.56,14.26,Ketone
17:55:11.558,2.595,13.97,2.586,15.11,Ketone
17:55:12.558,2.396,13.93,2.475,14.41,Ketone
17:55:13.558,2.382,14.09,2.467,15.76,Ketone
17:55:14.558,2.578,14.22,2.228,14.63,Ketone
17:55:15.558,2.443,14.1,2.501,14.73,Ketone
17:55:16.558,2.44,12.8,2.359,15.46,Ketone
17:55:17.558,2.637,13.45,2.479,14.73,Ketone
17:55:18.558,2.531,14.92,2.283,15.26,Ketone
17:55:19.558,2.667,14.06,2.451,15.42,Ketone
17:55:20.558,2.427,14.95,2.405,15.38,Ketone
17:55:21.558,2.463,13.65,2.648,15.63,Ketone
17:55:22.558,2.555,13.57,2.457,15.15,Ketone
17:55:23.558,2.536,14.1,2.451,15.72,Ketone
17:55:24.558,2.485,12.97,2.241,14.67,Ketone
17:55:25.558,2.359,14.05,2.348,15.25,Ketone
17:55:26.558,2.692,13.61,2.231,14.76,Ketone
17:55:27.558,2.475,14.43,2.501,14.52,Ketone
17:55:28.558,2.497,13.73,2.46,14.88,Ketone
17:55:29.558,2.514,13.75,2.382,14.77,Ketone
17:55:30.558,2.502,14.24,2.263,15.3,Ketone
17:55:31.558,2.424,13.94,2.328,14.7,Ketone
17:55:32.558,2.458,14.56,2.397,15.19,Ketone
17:55:33.558,2.492,13.71,2.352,15.35,Ketone
17:55:34.558,2.658,13.28,2.361,15.45,Ketone
17:55:35.558,2.376,13.44,2.372,14.59,Ketone
17:55:36.558,2.519,14.53,2.217,15.07,Ketone
17:55:37.558,2.586,13.29,2.285,13.58,Ketone
17:55:38.558,2.425,13.73,2.383,14.57,Ketone
17:55:39.558,2.518,13.37,2.294,14.65,Ketone
17:55:40.558,2.57,15.41,2.39,15.2,Ketone
17:55:41.558,2.459,14.47,2.354,15.21,Ketone
17:55:42.558,2.575,14.14,2.305,15.16,Ketone
17:55:43.558,2.492,14.61,2.303,15.84,Ketone
17:55:44.558,2.409,13.71,2.384,15.81,Ketone
17:55:45.558,2.531,14.07,2.399,15.06,Ketone
17:55:46.558,2.54,14.22,2.249,14.55,Ketone
17:55:47.558,2.508,13.57,2.379,15.38,Ketone
17:55:48.558,2.477,13.34,2.537,14.97,Ketone
17:55:49.558,2.489,14.11,2.523,14.48,Ketone
17:55:50.558,2.414,13.19,2.326,14.68,Ketone
17:55:51.558,2.399,13.15,2.465,14.34,Ketone
17:55:52.558,2.48,14.12,2.515,14.61,Ketone
17:55:53.558,2.389,13.98,2.319,14.5,Ketone
17:55:54.558,2.485,13.84,2.273,14.95,Ketone
17:55:55.558,2.439,13.93,2.496,15.1,Ketone
17:55:56.558,2.564,13.19,2.412,14.97,Ketone
17:55:57.558,2.489,13.81,2.394,15.17,Ketone
17:55:58.558,2.489,14.57,2.456,13.92,Ketone
17:55:59.558,2.569,13.96,2.378,14.07,Ketone
17:56:00.558,2.449,14.12,2.394,15.56,Ketone
17:56:01.558,2.563,14.19,2.345,14.78,Ketone
17:56:02.558,2.314,14.06,2.515,14.95,Ketone
17:56:03.558,2.385,14.2,2.583,15.06,Ketone
17:56:04.558,2.346,13.92,2.352,14.52,Ketone
17:56:05.558,2.302,13.75,2.393,14.68,Ketone
17:56:06.558,2.403,14.49,2.39,14.45,Ketone
17:56:07.558,2.493,14.36,2.452,14.13,Ketone
17:56:08.558,2.54,14.13,2.528,13.79,Ketone
17:56:09.558,2.506,13.17,2.406,15.04,Ketone
17:56:10.558,2.597,14.06,2.38,14.15,Ketone
17:56:11.558,2.401,13.52,2.411,14.69,Ketone
17:56:12.558,2.479,13.41,2.23,15.04,Ketone
17:56:13.558,2.682,13.88,2.254,14.68,Ketone
17:56:14.558,2.552,14.62,2.418,15.22,Ketone
17:56:15.558,2.468,14.01,2.366,14.18,Ketone
17:56:16.558,2.421,14.34,2.445,14.85,Ketone
17:56:17.558,2.499,14.59,2.263,15.26,Ketone
17:56:18.558,2.469,13.7,2.427,14.68,Ketone
17:56:19.558,2.531,14.17,2.394,14.91,Ketone
17:56:20.558,2.316,14.45,2.341,15.35,Ketone
17:56:21.558,2.418,14.39,2.37,14.83,Ketone
17:56:22.558,2.21,14.3,2.407,15.24,Ketone
17:56:23.558,2.586,14.18,2.369,14.21,Ketone
17:56:24.558,2.424,13.88,2.174,14.55,Ketone
17:56:25.558,2.425,13.38,2.211,14.7,Ketone
