timestamp,raw1,mv1,v1,rs1,raw2,mv2,v2,rs2,true_risk
23:30:30.959,242,1182,1.183,21.64,287,1404,1.404,23.86,Low
23:30:31.959,247,1208,1.209,23.18,230,1128,1.129,22.83,Low
23:30:32.959,230,1128,1.128,20.51,263,1287,1.288,22.89,Low
23:30:33.959,276,1351,1.351,22.5,234,1146,1.146,24.67,Low
23:30:34.959,270,1322,1.322,22.47,259,1266,1.266,22.14,Low
23:30:35.959,237,1162,1.163,22.87,323,1582,1.583,24.39,Low
23:30:36.959,235,1151,1.151,21.1,270,1321,1.321,21.41,Low
23:30:37.959,252,1232,1.232,21.88,251,1230,1.23,21.56,Low
23:30:38.959,256,1251,1.251,21.57,230,1124,1.125,20.41,Low
23:30:39.959,244,1197,1.197,23.42,316,1549,1.549,22.59,Low
23:30:40.959,233,1139,1.14,22.38,235,1150,1.15,23.27,Low
23:30:41.959,261,1276,1.277,22.98,262,1284,1.285,22.82,Low
23:30:42.959,227,1112,1.112,21.34,259,1266,1.266,23.33,Low
23:30:43.959,264,1291,1.291,21.36,311,1523,1.524,22.76,Low
23:30:44.959,245,1197,1.198,21.4,191,936,0.936,23.8,Low
23:30:45.959,260,1273,1.274,21.77,268,1310,1.31,23.46,Low
23:30:46.959,213,1043,1.044,21.58,290,1419,1.419,21.87,Low
23:30:47.959,251,1229,1.229,20.91,280,1369,1.37,22.97,Low
23:30:48.959,212,1038,1.038,22.93,243,1189,1.19,22.27,Low
23:30:49.959,249,1220,1.22,22.92,234,1147,1.148,23.06,Low
23:30:50.959,254,1242,1.243,22.55,271,1326,1.326,22.67,Low
23:30:51.959,228,1117,1.117,22.07,233,1139,1.139,20.37,Low
23:30:52.959,254,1243,1.244,22.72,193,945,0.946,22.09,Low
23:30:53.959,258,1261,1.262,23.65,266,1303,1.303,22.34,Low
23:30:54.959,425,2081,2.082,16.1,389,1903,1.903,15.28,Moderate
23:30:55.959,419,2051,2.052,14.24,412,2018,2.018,17.46,Moderate
23:30:56.959,436,2132,2.132,14.8,400,1956,1.956,14.59,Moderate
23:30:57.959,447,2188,2.188,14.94,403,1972,1.973,18.87,Moderate
23:30:58.959,435,2129,2.13,14.4,396,1936,1.936,17.03,Moderate
23:30:59.959,431,2111,2.111,13.85,437,2137,2.138,15.4,Moderate
23:31:00.959,467,2287,2.287,15.86,395,1932,1.933,17.15,Moderate
23:31:01.959,431,2106,2.107,15.68,424,2072,2.073,15.24,Moderate
23:31:02.959,416,2035,2.036,15.82,398,1949,1.95,15.64,Moderate
23:31:03.959,410,2004,2.004,15.34,472,2309,2.309,15.04,Moderate
23:31:04.959,430,2102,2.102,16.13,406,1988,1.988,16.41,Moderate
23:31:05.959,407,1993,1.994,15.34,403,1971,1.972,16.89,Moderate
23:31:06.959,453,2218,2.219,17.07,426,2086,2.087,16.29,Moderate
23:31:07.959,433,2119,2.119,14.72,419,2050,2.051,15.73,Moderate
23:31:08.959,433,2116,2.117,16.05,378,1849,1.849,17.03,Moderate
23:31:09.959,456,2231,2.232,14.91,344,1681,1.682,15.45,Moderate
23:31:10.959,456,2229,2.23,14.98,378,1850,1.85,15.55,Moderate
23:31:11.959,446,2184,2.184,15.44,401,1964,1.964,15.67,Moderate
23:31:12.959,421,2060,2.061,14.26,458,2242,2.242,15.71,Moderate
23:31:13.959,454,2221,2.222,16.22,439,2149,2.15,15.61,Moderate
23:31:14.959,437,2140,2.14,14.98,381,1864,1.864,16.29,Moderate
23:31:15.959,405,1982,1.982,15.95,394,1930,1.93,16.18,Moderate
23:31:16.959,435,2128,2.128,14.79,427,2088,2.088,15.57,Moderate
23:31:17.959,447,2187,2.187,13.92,413,2018,2.019,17.75,Moderate
23:31:18.959,409,1999,2.0,14.46,424,2077,2.077,16.16,Moderate
23:31:19.959,436,2135,2.135,15.39,428,2095,2.095,17.0,Moderate
23:31:20.959,438,2140,2.141,14.81,429,2100,2.101,17.71,Moderate
23:31:21.959,426,2086,2.087,14.22,443,2166,2.166,15.89,Moderate
23:31:22.959,385,1882,1.883,15.68,392,1919,1.92,15.92,Moderate
23:31:23.959,436,2133,2.133,15.15,430,2106,2.106,15.61,Moderate
23:31:24.959,440,2151,2.151,14.79,431,2110,2.111,16.55,Moderate
23:31:25.959,410,2006,2.006,15.87,392,1919,1.92,16.73,Moderate
23:31:26.959,437,2136,2.137,16.47,402,1966,1.966,15.69,Moderate
23:31:27.959,429,2098,2.098,14.76,433,2119,2.12,14.55,Moderate
23:31:28.959,408,1994,1.995,14.15,438,2142,2.143,17.54,Moderate
23:31:29.959,427,2089,2.09,14.86,411,2010,2.011,17.05,Moderate
23:31:30.959,410,2007,2.007,15.19,439,2146,2.146,16.45,Moderate
23:31:31.959,433,2118,2.119,15.8,326,1594,1.595,16.61,Moderate
23:31:32.959,416,2034,2.035,13.54,424,2076,2.077,17.24,Moderate
23:31:33.959,426,2086,2.086,15.76,458,2241,2.242,17.18,Moderate
23:31:34.959,463,2263,2.264,15.59,411,2011,2.011,14.56,Moderate
23:31:35.959,424,2075,2.075,14.33,475,2325,2.326,15.84,Moderate
23:31:36.959,432,2112,2.112,15.44,410,2006,2.007,17.53,Moderate
23:31:37.959,416,2037,2.038,15.16,386,1888,1.889,14.81,Moderate
23:31:38.959,417,2038,2.039,14.97,396,1935,1.936,15.38,Moderate
23:31:39.959,400,1959,1.959,14.93,363,1774,1.774,16.68,Moderate
23:31:40.959,431,2108,2.108,13.83,399,1953,1.954,15.32,Moderate
23:31:41.959,436,2131,2.132,16.07,351,1718,1.719,16.1,Moderate
23:31:42.959,426,2083,2.084,15.54,415,2031,2.032,15.32,Moderate
23:31:43.959,423,2068,2.068,14.36,442,2161,2.161,16.02,Moderate
23:31:44.959,468,2290,2.29,14.95,387,1893,1.894,14.64,Moderate
23:31:45.959,392,1919,1.92,13.73,417,2040,2.04,16.46,Moderate
23:31:46.959,397,1941,1.942,15.72,394,1927,1.928,16.13,Moderate
23:31:47.959,462,2261,2.261,15.72,400,1959,1.96,15.2,Moderate
23:31:48.959,385,1884,1.885,14.42,402,1968,1.968,15.11,Moderate
23:31:49.959,426,2086,2.087,15.06,402,1966,1.966,15.41,Moderate
23:31:50.959,433,2116,2.117,15.35,375,1836,1.836,17.27,Moderate
23:31:51.959,427,2090,2.09,15.02,430,2106,2.106,16.21,Moderate
23:31:52.959,449,2195,2.195,15.23,390,1908,1.908,16.33,Moderate
23:31:53.959,406,1985,1.986,15.09,408,1995,1.995,15.81,Moderate
23:31:54.959,427,2087,2.087,13.49,392,1917,1.918,16.08,Moderate
23:31:55.959,432,2115,2.116,14.18,448,2189,2.19,15.22,Moderate
23:31:56.959,449,2196,2.197,15.34,389,1903,1.903,17.6,Moderate
23:31:57.959,405,1980,1.981,15.74,439,2150,2.15,15.4,Moderate
23:31:58.959,458,2239,2.239,14.8,418,2043,2.043,16.23,Moderate
23:31:59.959,426,2086,2.087,15.65,433,2119,2.119,14.43,Moderate
23:32:00.959,456,2230,2.23,13.67,440,2154,2.155,17.01,Moderate
23:32:01.959,407,1990,1.991,14.67,375,1834,1.834,15.81,Moderate
23:32:02.959,423,2069,2.069,15.62,449,2196,2.197,17.26,Moderate
23:32:03.959,418,2043,2.044,14.83,357,1747,1.747,15.27,Moderate
23:32:04.959,449,2196,2.196,16.29,371,1814,1.815,15.47,Moderate
23:32:05.959,429,2097,2.097,15.22,384,1878,1.879,16.38,Moderate
23:32:06.959,419,2052,2.053,14.99,425,2081,2.082,16.01,Moderate
23:32:07.959,420,2056,2.056,14.91,406,1986,1.987,15.67,Moderate
23:32:08.959,424,2074,2.074,16.28,426,2084,2.084,15.73,Moderate
23:32:09.959,443,2169,2.17,14.73,445,2175,2.176,16.33,Moderate
23:32:10.959,427,2089,2.089,15.36,360,1764,1.764,14.99,Moderate
23:32:11.959,405,1980,1.981,15.11,462,2259,2.26,18.01,Moderate
23:32:12.959,442,2163,2.164,15.4,353,1729,1.73,15.51,Moderate
23:32:13.959,413,2021,2.021,14.5,404,1974,1.975,15.58,Moderate
23:32:14.959,389,1902,1.902,15.6,376,1839,1.839,16.22,Moderate
23:32:15.959,472,2307,2.307,14.26,331,1620,1.62,15.74,Moderate
23:32:16.959,452,2210,2.21,16.57,371,1815,1.816,16.45,Moderate
23:32:17.959,420,2053,2.053,14.92,490,2396,2.397,14.65,Moderate
23:32:18.959,434,2125,2.125,15.37,442,2162,2.163,16.09,Moderate
23:32:19.959,435,2130,2.131,14.69,417,2040,2.04,15.69,Moderate
23:32:20.959,442,2162,2.162,14.7,420,2056,2.057,15.97,Moderate
23:32:21.959,452,2212,2.213,14.96,354,1734,1.734,17.14,Moderate
23:32:22.959,411,2009,2.009,14.48,390,1910,1.911,17.24,Moderate
23:32:23.959,385,1886,1.886,17.51,441,2158,2.158,16.2,Moderate
23:32:24.959,428,2094,2.095,15.23,425,2078,2.078,16.58,Moderate
23:32:25.959,441,2155,2.156,15.07,403,1970,1.97,15.86,Moderate
23:32:26.959,425,2080,2.081,15.91,427,2089,2.089,13.35,Moderate
23:32:27.959,443,2165,2.166,15.16,408,1997,1.997,15.65,Moderate
23:32:28.959,452,2212,2.212,15.76,385,1884,1.884,16.37,Moderate
23:32:29.959,409,2002,2.003,13.9,389,1905,1.906,16.78,Moderate
23:32:30.959,449,2195,2.195,15.41,431,2108,2.109,16.46,Moderate
23:32:31.959,416,2035,2.036,15.35,433,2120,2.12,16.68,Moderate
23:32:32.959,453,2218,2.219,15.57,419,2052,2.053,16.96,Moderate
23:32:33.959,429,2097,2.097,14.29,404,1975,1.976,15.33,Moderate
23:32:34.959,415,2032,2.032,14.88,384,1881,1.881,15.72,Moderate
23:32:35.959,390,1910,1.911,15.17,409,2000,2.0,15.26,Moderate
23:32:36.959,443,2165,2.166,15.75,359,1758,1.759,15.31,Moderate
23:32:37.959,413,2023,2.023,14.25,434,2124,2.124,15.83,Moderate
23:32:38.959,424,2073,2.074,13.4,428,2095,2.095,14.88,Moderate
23:32:39.959,430,2105,2.106,15.22,450,2204,2.204,14.82,Moderate
23:32:40.959,367,1798,1.798,15.15,464,2270,2.27,17.12,Moderate
23:32:41.959,433,2120,2.121,14.61,433,2121,2.121,15.12,Moderate
23:32:42.959,439,2147,2.148,15.4,441,2159,2.159,18.48,Moderate
23:32:43.959,437,2139,2.139,14.59,408,1996,1.996,14.41,Moderate
23:32:44.959,415,2030,2.031,14.67,393,1921,1.921,16.14,Moderate
23:32:45.959,412,2017,2.018,15.9,409,2000,2.0,15.99,Moderate
23:32:46.959,422,2067,2.067,15.12,434,2123,2.124,15.22,Moderate
23:32:47.959,416,2034,2.034,14.76,367,1798,1.798,15.26,Moderate
23:32:48.959,419,2052,2.052,15.7,417,2039,2.039,16.17,Moderate
23:32:49.959,447,2185,2.185,14.89,421,2058,2.059,15.91,Moderate
23:32:50.959,435,2126,2.127,14.53,334,1634,1.634,15.88,Moderate
23:32:51.959,458,2242,2.242,15.74,438,2144,2.145,17.11,Moderate
23:32:52.959,431,2108,2.109,15.16,390,1907,1.907,15.72,Moderate
23:32:53.959,442,2161,2.162,15.96,404,1979,1.979,15.59,Moderate
23:32:54.959,429,2100,2.1,15.48,364,1783,1.783,13.93,Moderate
23:32:55.959,418,2044,2.045,14.02,393,1923,1.924,15.87,Moderate
23:32:56.959,420,2054,2.055,16.16,419,2049,2.049,16.27,Moderate
23:32:57.959,442,2162,2.162,14.09,441,2155,2.156,15.93,Moderate
23:32:58.959,443,2167,2.167,14.14,361,1766,1.767,16.74,Moderate
23:32:59.959,437,2137,2.138,14.28,382,1869,1.87,17.01,Moderate
23:33:00.959,405,1981,1.981,16.31,381,1864,1.865,16.57,Moderate
23:33:01.959,422,2067,2.067,15.48,392,1918,1.918,15.85,Moderate
23:33:02.959,430,2104,2.104,14.2,431,2111,2.111,15.54,Moderate
23:33:03.959,424,2077,2.077,14.2,330,1615,1.616,15.83,Moderate
23:33:04.959,479,2341,2.341,15.63,408,1997,1.997,15.76,Moderate
23:33:05.959,430,2102,2.102,15.44,372,1822,1.823,17.0,Moderate
23:33:06.959,444,2171,2.172,15.57,422,2065,2.066,16.02,Moderate
23:33:07.959,443,2167,2.167,15.47,398,1946,1.947,15.48,Moderate
23:33:08.959,431,2110,2.11,16.24,371,1814,1.814,14.68,Moderate
23:33:09.959,433,2116,2.116,15.04,414,2026,2.026,16.22,Moderate
23:33:10.959,425,2077,2.078,16.19,360,1759,1.76,15.25,Moderate
23:33:11.959,427,2089,2.09,13.69,403,1973,1.974,17.5,Moderate
23:33:12.959,430,2102,2.102,15.18,370,1810,1.811,15.45,Moderate
23:33:13.959,421,2062,2.062,14.75,448,2192,2.192,16.5,Moderate
23:33:14.959,406,1988,1.989,15.2,424,2074,2.075,17.03,Moderate
23:33:15.959,461,2258,2.258,14.19,384,1878,1.878,14.87,Moderate
23:33:16.959,424,2076,2.077,15.37,439,2148,2.148,15.93,Moderate
23:33:17.959,423,2068,2.068,15.12,383,1874,1.875,17.88,Moderate
23:33:18.959,396,1939,1.939,15.15,471,2303,2.304,16.01,Moderate
23:33:19.959,425,2080,2.081,14.71,403,1972,1.973,17.24,Moderate
23:33:20.959,384,1878,1.879,16.23,365,1786,1.786,15.76,Moderate
23:33:21.959,420,2057,2.057,15.47,360,1760,1.76,16.42,Moderate
23:33:22.959,471,2302,2.302,13.91,415,2028,2.028,15.4,Moderate
23:33:23.959,438,2142,2.143,15.02,389,1903,1.904,16.44,Moderate
23:33:24.959,466,2280,2.28,14.85,431,2107,2.108,14.84,Moderate
23:33:25.959,410,2004,2.004,15.38,454,2222,2.223,16.32,Moderate
23:33:26.959,423,2068,2.069,15.0,370,1812,1.812,16.54,Moderate
23:33:27.959,447,2188,2.188,14.64,394,1929,1.929,16.24,Moderate
23:33:28.959,420,2056,2.056,14.95,473,2314,2.315,15.78,Moderate
23:33:29.959,422,2064,2.064,14.48,432,2111,2.112,15.84,Moderate
23:33:30.959,416,2035,2.035,16.06,452,2212,2.213,15.46,Moderate
23:33:31.959,391,1913,1.913,15.81,388,1897,1.897,16.71,Moderate
23:33:32.959,389,1902,1.903,15.71,372,1818,1.818,16.66,Moderate
23:33:33.959,429,2101,2.101,14.24,396,1938,1.939,16.62,Moderate
23:33:34.959,431,2110,2.111,15.47,469,2296,2.296,14.59,Moderate
23:33:35.959,462,2261,2.262,15.08,381,1865,1.865,14.8,Moderate
23:33:36.959,425,2081,2.081,15.74,405,1980,1.981,17.36,Moderate
23:33:37.959,399,1954,1.955,14.99,370,1812,1.812,16.33,Moderate
23:33:38.959,447,2188,2.189,14.66,329,1609,1.609,16.18,Moderate
23:33:39.959,438,2143,2.144,15.32,447,2185,2.185,15.04,Moderate
23:33:40.959,443,2168,2.168,15.95,354,1733,1.733,16.29,Moderate
23:33:41.959,419,2049,2.05,14.93,419,2052,2.052,15.56,Moderate
23:33:42.959,415,2032,2.032,15.03,375,1836,1.837,15.02,Moderate
23:33:43.959,443,2167,2.168,14.08,429,2099,2.1,16.42,Moderate
23:33:44.959,394,1927,1.927,14.46,445,2179,2.179,15.12,Moderate
23:33:45.959,420,2053,2.054,15.37,433,2117,2.118,15.77,Moderate
23:33:46.959,417,2040,2.04,16.14,462,2260,2.261,16.88,Moderate
23:33:47.959,431,2108,2.109,14.35,383,1875,1.875,16.47,Moderate
23:33:48.959,438,2141,2.142,16.12,429,2097,2.098,14.65,Moderate
23:33:49.959,451,2205,2.205,14.2,397,1942,1.942,16.23,Moderate
23:33:50.959,470,2299,2.3,17.49,427,2091,2.091,15.84,Moderate
23:33:51.959,440,2153,2.153,15.71,399,1951,1.952,17.62,Moderate
23:33:52.959,434,2123,2.123,15.4,429,2099,2.1,16.38,Moderate
23:33:53.959,446,2183,2.184,14.51,392,1916,1.916,15.01,Moderate
23:33:54.959,438,2143,2.144,15.62,423,2068,2.069,17.51,Moderate
23:33:55.959,429,2099,2.099,15.53,375,1836,1.836,15.65,Moderate
23:33:56.959,443,2169,2.17,15.68,400,1955,1.956,15.94,Moderate
23:33:57.959,398,1948,1.948,14.71,436,2133,2.134,16.52,Moderate
23:33:58.959,439,2150,2.15,15.04,409,2001,2.001,15.41,Moderate
23:33:59.959,443,2169,2.17,15.34,424,2073,2.074,15.53,Moderate
23:34:00.959,385,1884,1.885,15.88,394,1928,1.928,15.22,Moderate
23:34:01.959,443,2169,2.169,14.69,441,2158,2.159,16.56,Moderate
23:34:02.959,443,2168,2.168,13.91,446,2181,2.182,16.24,Moderate
23:34:03.959,422,2063,2.063,15.11,354,1733,1.734,16.37,Moderate
23:34:04.959,408,1997,1.997,13.92,362,1771,1.772,17.0,Moderate
23:34:05.959,416,2037,2.037,16.23,392,1919,1.92,14.46,Moderate
23:34:06.959,406,1988,1.988,15.99,404,1976,1.977,15.51,Moderate
23:34:07.959,432,2116,2.116,15.4,443,2167,2.168,17.3,Moderate
23:34:08.959,422,2064,2.064,13.94,396,1937,1.938,16.23,Moderate
23:34:09.959,409,2003,2.004,14.23,419,2051,2.052,15.96,Moderate
23:34:10.959,430,2103,2.103,14.39,402,1965,1.965,15.17,Moderate
23:34:11.959,447,2189,2.189,15.83,352,1723,1.723,15.16,Moderate
23:34:12.959,399,1950,1.95,14.48,406,1987,1.987,14.7,Moderate
23:34:13.959,410,2007,2.008,14.2,415,2031,2.031,16.06,Moderate
23:34:14.959,414,2027,2.028,15.14,392,1917,1.918,15.76,Moderate
23:34:15.959,463,2267,2.267,16.07,369,1805,1.805,16.75,Moderate
23:34:16.959,446,2181,2.181,14.08,434,2122,2.123,17.38,Moderate
23:34:17.959,406,1987,1.988,14.27,440,2152,2.153,16.24,Moderate
23:34:18.959,440,2155,2.155,15.27,421,2058,2.059,14.81,Moderate
23:34:19.959,451,2204,2.205,15.94,402,1965,1.966,15.96,Moderate
23:34:20.959,398,1946,1.947,15.41,426,2085,2.086,15.94,Moderate
23:34:21.959,452,2212,2.212,14.73,426,2084,2.085,15.08,Moderate
23:34:22.959,429,2097,2.098,14.86,416,2033,2.034,15.67,Moderate
23:34:23.959,426,2086,2.087,15.66,395,1934,1.934,14.55,Moderate
23:34:24.959,465,2274,2.275,16.11,369,1806,1.806,16.62,Moderate
23:34:25.959,419,2049,2.05,15.21,418,2044,2.044,15.79,Moderate
23:34:26.959,413,2021,2.022,14.45,381,1862,1.863,15.25,Moderate
23:34:27.959,428,2093,2.093,14.43,430,2102,2.102,17.34,Moderate
23:34:28.959,417,2041,2.042,15.19,424,2074,2.075,16.42,Moderate
23:34:29.959,431,2107,2.108,15.59,424,2072,2.072,14.89,Moderate
23:34:30.959,447,2186,2.187,15.71,385,1885,1.886,16.03,Moderate
23:34:31.959,443,2168,2.168,14.83,442,2160,2.161,18.13,Moderate
23:34:32.959,413,2021,2.021,13.9,418,2045,2.046,16.65,Moderate
23:34:33.959,424,2076,2.077,16.16,368,1799,1.799,16.62,Moderate
23:34:34.959,417,2039,2.039,16.38,470,2298,2.299,15.31,Moderate
23:34:35.959,418,2045,2.045,15.69,397,1941,1.942,15.96,Moderate
23:34:36.959,430,2102,2.103,13.46,408,1997,1.998,15.38,Moderate
23:34:37.959,419,2050,2.051,16.15,370,1811,1.812,16.73,Moderate
23:34:38.959,423,2072,2.072,14.78,433,2118,2.119,16.31,Moderate
23:34:39.959,441,2157,2.157,15.77,399,1950,1.95,15.45,Moderate
23:34:40.959,407,1991,1.991,14.34,499,2442,2.442,17.12,Moderate
23:34:41.959,402,1964,1.965,13.94,423,2072,2.072,16.49,Moderate
23:34:42.959,440,2154,2.155,14.8,405,1981,1.981,16.3,Moderate
23:34:43.959,431,2108,2.109,13.22,402,1965,1.966,15.23,Moderate
23:34:44.959,433,2117,2.118,17.39,420,2055,2.055,15.72,Moderate
23:34:45.959,448,2192,2.192,15.39,422,2063,2.063,16.55,Moderate
23:34:46.959,471,2305,2.306,14.1,423,2071,2.071,15.17,Moderate
23:34:47.959,441,2155,2.156,14.27,396,1937,1.937,15.73,Moderate
23:34:48.959,449,2197,2.198,15.73,370,1813,1.813,16.05,Moderate
23:34:49.959,415,2029,2.029,13.99,402,1967,1.967,15.72,Moderate
23:34:50.959,479,2342,2.343,15.35,366,1793,1.793,15.49,Moderate
23:34:51.959,450,2202,2.202,16.67,360,1762,1.762,14.31,Moderate
23:34:52.959,467,2287,2.287,15.31,382,1869,1.87,16.48,Moderate
23:34:53.959,375,1836,1.836,15.0,419,2049,2.049,16.83,Moderate
23:34:54.959,408,1998,1.999,15.07,380,1861,1.861,16.23,Moderate
23:34:55.959,411,2010,2.01,14.67,378,1850,1.851,16.59,Moderate
23:34:56.959,447,2185,2.186,14.81,410,2005,2.006,14.7,Moderate
23:34:57.959,423,2070,2.07,14.96,489,2393,2.393,15.0,Moderate
23:34:58.959,459,2246,2.246,15.8,417,2042,2.042,17.58,Moderate
23:34:59.959,437,2137,2.137,15.31,407,1992,1.992,17.1,Moderate
23:35:00.959,452,2209,2.21,14.5,368,1802,1.802,15.82,Moderate
23:35:01.959,413,2019,2.02,14.95,447,2185,2.186,15.59,Moderate
23:35:02.959,428,2095,2.096,15.05,435,2127,2.127,13.98,Moderate
23:35:03.959,417,2039,2.039,15.17,446,2180,2.18,15.56,Moderate
23:35:04.959,391,1912,1.912,15.5,389,1904,1.905,14.93,Moderate
23:35:05.959,416,2037,2.038,14.85,390,1909,1.909,14.01,Moderate
23:35:06.959,448,2189,2.19,16.02,429,2097,2.098,14.98,Moderate
23:35:07.959,425,2079,2.08,14.99,427,2089,2.09,16.6,Moderate
23:35:08.959,414,2026,2.027,15.07,423,2068,2.069,17.31,Moderate
23:35:09.959,444,2170,2.17,15.63,411,2012,2.013,17.27,Moderate
23:35:10.959,438,2140,2.141,14.31,452,2210,2.211,16.63,Moderate
23:35:11.959,420,2055,2.056,14.62,418,2044,2.044,16.42,Moderate
23:35:12.959,433,2119,2.12,15.25,461,2254,2.255,16.96,Moderate
23:35:13.959,433,2119,2.119,15.75,377,1845,1.845,16.36,Moderate
23:35:14.959,466,2280,2.281,14.83,383,1872,1.873,15.41,Moderate
23:35:15.959,407,1991,1.991,14.37,397,1944,1.944,14.73,Moderate
23:35:16.959,429,2101,2.102,15.72,381,1863,1.864,17.37,Moderate
23:35:17.959,440,2151,2.151,15.82,389,1901,1.901,16.77,Moderate
23:35:18.959,407,1990,1.991,15.71,414,2025,2.026,16.5,Moderate
23:35:19.959,405,1982,1.982,14.28,427,2089,2.09,15.15,Moderate
23:35:20.959,439,2146,2.146,13.91,435,2127,2.127,14.89,Moderate
23:35:21.959,440,2155,2.155,15.5,387,1895,1.895,16.52,Moderate
23:35:22.959,434,2126,2.126,14.57,378,1848,1.849,14.23,Moderate
23:35:23.959,436,2134,2.135,13.75,412,2014,2.014,15.76,Moderate
23:35:24.959,443,2167,2.168,14.76,399,1950,1.951,16.66,Moderate
23:35:25.959,436,2133,2.134,15.25,423,2070,2.07,14.62,Moderate
23:35:26.959,445,2175,2.176,15.49,377,1847,1.847,15.78,Moderate
23:35:27.959,428,2096,2.096,14.89,419,2050,2.05,17.29,Moderate
23:35:28.959,451,2208,2.208,13.95,428,2093,2.093,17.2,Moderate
23:35:29.959,437,2138,2.139,15.87,470,2301,2.302,16.92,Moderate
23:35:30.959,434,2124,2.125,15.84,413,2021,2.022,16.02,Moderate
23:35:31.959,422,2064,2.065,16.25,384,1877,1.877,17.38,Moderate
23:35:32.959,439,2149,2.15,13.88,420,2055,2.055,14.11,Moderate
23:35:33.959,442,2162,2.163,15.71,391,1911,1.911,16.11,Moderate
23:35:34.959,469,2295,2.295,14.6,376,1841,1.841,17.33,Moderate
23:35:35.959,469,2296,2.296,15.0,440,2151,2.152,17.21,Moderate
23:35:36.959,414,2025,2.026,14.61,446,2184,2.185,17.52,Moderate
23:35:37.959,441,2156,2.156,14.3,470,2298,2.298,15.52,Moderate
23:35:38.959,422,2066,2.066,15.27,456,2233,2.233,16.77,Moderate
23:35:39.959,438,2141,2.141,15.37,410,2006,2.007,16.5,Moderate
23:35:40.959,377,1847,1.847,14.76,416,2036,2.036,14.96,Moderate
23:35:41.959,437,2138,2.139,14.84,463,2263,2.263,17.42,Moderate
23:35:42.959,420,2053,2.053,14.88,406,1988,1.989,15.59,Moderate
23:35:43.959,433,2119,2.12,14.39,374,1830,1.83,16.56,Moderate
23:35:44.959,442,2162,2.163,14.36,436,2134,2.134,15.43,Moderate
23:35:45.959,434,2125,2.125,15.66,408,1994,1.995,16.41,Moderate
23:35:46.959,419,2048,2.048,14.84,402,1969,1.969,15.33,Moderate
23:35:47.959,426,2082,2.082,13.76,394,1926,1.926,15.74,Moderate
23:35:48.959,424,2074,2.074,14.81,407,1990,1.991,16.43,Moderate
23:35:49.959,447,2187,2.187,14.48,372,1819,1.82,15.06,Moderate
23:35:50.959,419,2051,2.051,14.72,385,1884,1.885,14.83,Moderate
23:35:51.959,420,2054,2.054,15.15,427,2089,2.089,15.5,Moderate
23:35:52.959,421,2058,2.059,14.26,408,1995,1.995,15.24,Moderate
23:35:53.959,441,2157,2.157,13.57,398,1946,1.946,16.27,Moderate
23:35:54.959,678,3318,3.318,9.65,706,3452,3.452,7.1,High
23:35:55.959,673,3290,3.29,6.08,693,3387,3.388,7.25,High
23:35:56.959,693,3391,3.392,7.06,692,3382,3.382,7.43,High
23:35:57.959,710,3473,3.474,7.24,751,3674,3.675,8.73,High
23:35:58.959,685,3348,3.348,7.79,707,3459,3.459,6.27,High
23:35:59.959,669,3272,3.272,8.18,694,3392,3.393,6.74,High
23:36:00.959,674,3294,3.295,8.86,733,3587,3.587,7.94,High
23:36:01.959,694,3395,3.395,7.21,643,3144,3.144,7.17,High
23:36:02.959,707,3456,3.456,7.28,688,3363,3.363,7.73,High
23:36:03.959,714,3490,3.49,8.8,763,3732,3.733,7.86,High
23:36:04.959,681,3329,3.33,6.29,740,3621,3.622,6.95,High
23:36:05.959,679,3321,3.322,6.62,677,3311,3.312,7.25,High
23:36:06.959,662,3239,3.239,7.07,678,3317,3.318,8.75,High
23:36:07.959,652,3189,3.19,7.68,733,3582,3.583,7.54,High
23:36:08.959,660,3228,3.228,7.32,731,3576,3.577,8.17,High
23:36:09.959,664,3246,3.247,7.89,661,3234,3.235,8.61,High
23:36:10.959,683,3340,3.341,7.25,669,3274,3.274,7.2,High
23:36:11.959,686,3353,3.353,8.48,676,3304,3.304,8.41,High
23:36:12.959,632,3091,3.091,7.03,694,3395,3.395,7.18,High
23:36:13.959,656,3206,3.206,6.97,704,3443,3.444,7.83,High
23:36:14.959,629,3076,3.076,5.8,677,3308,3.309,8.41,High
23:36:15.959,618,3025,3.025,7.1,679,3321,3.321,9.25,High
23:36:16.959,667,3261,3.261,7.81,699,3421,3.421,6.08,High
23:36:17.959,690,3376,3.377,7.67,711,3476,3.476,11.53,High
23:36:18.959,632,3091,3.092,8.88,686,3356,3.357,8.26,High
23:36:19.959,674,3295,3.295,7.16,678,3314,3.315,8.3,High
23:36:20.959,644,3148,3.148,8.1,682,3337,3.338,6.98,High
23:36:21.959,665,3254,3.255,8.51,679,3319,3.32,8.32,High
23:36:22.959,660,3226,3.227,8.11,716,3502,3.503,9.66,High
23:36:23.959,671,3282,3.282,8.03,698,3414,3.415,9.17,High
23:36:24.959,660,3228,3.228,8.1,689,3370,3.371,7.94,High
23:36:25.959,677,3309,3.309,7.7,692,3382,3.383,8.19,High
23:36:26.959,707,3457,3.458,8.29,722,3530,3.53,7.59,High
23:36:27.959,656,3211,3.211,8.26,722,3531,3.531,9.33,High
23:36:28.959,662,3239,3.24,7.32,645,3154,3.154,7.65,High
23:36:29.959,695,3399,3.4,7.13,715,3496,3.496,7.83,High
23:36:30.959,681,3332,3.332,6.58,698,3412,3.413,5.31,High
23:36:31.959,671,3281,3.281,6.2,732,3580,3.581,8.7,High
